Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean
kolum.earth,2022-01-01,"Münster, Nordrhein-Westfalen,",Münster,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Software, Web Development",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€2,100,000",Pre-Seed,2024-07-11,"€2,100,000",12.0,2.0,Kolum is developing software that enables EU enterprises to become fully compliant with all Carbon Border Adjustment Mechanisms.,Software,kolum.earth Software startup website,0.0,0.0,805.0,500.0,1,€,2100000.0,€,2100000.0,1.08,historical,1.08,2100000.0,2100000.0,3,30,1,information_technology
WorkerHero,2021-03-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Human Resources, Recruiting,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€7,100,000",Series A,2024-07-16,"€4,600,000",6.0,5.0,WorkerHero is a modern recruiting tech company to make recruitment easier for companies by automatically delivering job vacancies.,Human Resources,WorkerHero Human Resources startup website,0.0,0.0,2000.0,500.0,1,€,7100000.0,€,4600000.0,1.09,historical,1.09,7100000.0,4600000.0,3,40,3,industrials
mogenius,2021-02-02,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Cloud Computing, DevOps, Enterprise,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€2,500,000",Seed,2024-07-18,"€2,500,000",5.0,1.0,mogenius is a Kubernetes Operations Platform that helps teams to deploy and manage applications on Kubernetes easily.,Cloud Computing,mogenius Cloud Computing startup website,213.0,0.0,2000.0,500.0,1,€,2500000.0,€,2500000.0,1.09,historical,1.09,2500000.0,2500000.0,3,41,2,information_technology
TRAIT,2021-11-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mobile Apps,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,000,000",Seed,2024-07-22,"€1,000,000",2.0,1.0,TRAIT Running Coach app for your iphone or ipad tablet.,Mobile Apps,TRAIT Mobile Apps startup website,0.0,0.0,780.0,500.0,1,€,1000000.0,€,1000000.0,1.09,historical,1.09,1000000.0,1000000.0,3,32,2,information_technology
bunch,2021-11-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Financial Services, FinTech, Software",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,11-50,2,"$22,894,397",Series A,2024-07-25,"$15,500,000",11.0,7.0,bunch technology is the Operating System for private markets.,Financial Services,bunch Financial Services startup website,0.0,0.0,8000.0,500.0,1,$,22894397.0,$,15500000.0,1.08,historical,1.08,24725948.76,16740000.000000002,3,32,3,financials
Black Forest Labs,2024-01-01,"Freiburg Im Breisgau, Baden-Wurttemberg,",Freiburg Im Breisgau,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Generative AI,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€28,000,000",Seed,2024-08-01,"€28,000,000",8.0,14.0,"Black Forest Labs develops advanced generative deep learning models for images and videos, emphasizing broad accessibility and transparency.",AI,Black Forest Labs AI startup website,0.0,0.0,0.0,0.0,0,€,28000000.0,€,28000000.0,1.08,historical,1.08,28000000.0,28000000.0,1,6,2,information_technology
DC Connected,2020-10-08,"Nersingen, Bayern, Germany",Nersingen,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, AI,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,3,"€3,200,000",Seed,2024-08-07,"€2,100,000",6.0,2.0,"Saas, Artificial Intelligence, Predicitve Analytics, Automotive, Generative AI",Analytics,DC Connected Analytics startup website,0.0,0.0,712.0,500.0,1,€,3200000.0,€,2100000.0,1.09,historical,1.09,3200000.0,2100000.0,4,45,2,information_technology
Louco,2021-05-25,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Apps, AI,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,"€1,500,000",Seed,2024-08-07,"€1,500,000",,1.0,Louco is the first AI-powered platform transforming event discovery with personalized suggestions based on users preferences & interests.,Apps,Louco Apps startup website,0.0,62.0,486.0,500.0,1,€,1500000.0,€,1500000.0,1.09,historical,1.09,1500000.0,1500000.0,3,38,2,information_technology
YGO Trips,2022-08-31,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Tourism,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€2,500,000",Seed,2024-08-07,"€2,500,000",8.0,2.0,"YGO Trips is a travel company that allows travellers to book flights, hotels, activities, events & more, conveniently on one platform.",AI,YGO Trips AI startup website,0.0,0.0,0.0,0.0,0,€,2500000.0,€,2500000.0,1.09,historical,1.09,2500000.0,2500000.0,2,23,2,information_technology
Explo,2021-08-18,"Kiel, Schleswig-Holstein, Germany",Kiel,Schleswig-Holstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"AI, News,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€760,000",Pre-Seed,2024-08-07,"€260,000",,,Software for publishers to retain readers and increase digital revenue.,AI,Explo AI startup website,0.0,0.0,0.0,0.0,0,€,760000.0,€,260000.0,1.09,historical,1.09,760000.0,260000.0,3,35,1,information_technology
VoiceLine,2020-01-01,"München, Bayern, Germany",München,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€2,400,000",Seed,2024-08-13,"€2,400,000",24.0,3.0,VoiceLine is an AI-based field sales revenue intelligence tool that automates administrative tasks and provides actionable insights.,AI,VoiceLine AI startup website,36.0,0.0,2000.0,500.0,1,€,2400000.0,€,2400000.0,1.09,historical,1.09,2400000.0,2400000.0,5,55,2,information_technology
Root Global,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, Food and Beverage, SaaS,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€10,500,000",Seed,2024-08-19,"€8,000,000",14.0,1.0,Root Global develops carbon accounting and emissions management platforms to help companies manage and reduce their environmental footprint.,B2B,Root Global B2B startup website,0.0,0.0,5000.0,500.0,1,€,10500000.0,€,8000000.0,1.1,historical,1.1,10500000.0,8000000.0,3,31,2,industrials
Buildery,2024-06-25,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Software, Web Development",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2024-08-25,,,,Modern low-code website builder,Software,Buildery Software startup website,0.0,0.0,33.0,500.0,1,,,,,1.12,historical,1.12,,,0,2,1,information_technology
Qualiwise,2022-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2024-08-27,,1.0,,Qualiwise has created software that digitizes the whole quality control process with the help of artificial intelligence.,AI,Qualiwise AI startup website,0.0,0.0,678.0,500.0,1,,,,,1.12,historical,1.12,,,3,31,1,information_technology
Sapper Intelligence,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aerospace, AI,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,"€100,000",Pre-Seed,2024-08-27,"€100,000",1.0,,Sapper Intelligence specializes in AI radar signal recognition and sensor fusion to find large hidden objects beneath soil and vegetation.,Aerospace,Sapper Intelligence Aerospace startup website,0.0,0.0,0.0,0.0,0,€,100000.0,€,100000.0,1.12,historical,1.12,100000.0,100000.0,1,7,1,industrials
StratifAI,2023-01-01,"Dresden, Sachsen, Germany",Dresden,Sachsen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"AI, Health Care,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,500,000",Pre-Seed,2024-09-02,"€1,500,000",5.0,,Enhancing treatment decision-making with AI-driven precision oncology,AI,StratifAI AI startup website,0.0,0.0,642.0,500.0,1,€,1500000.0,€,1500000.0,1.1,historical,1.1,1500000.0,1500000.0,2,20,1,information_technology
Dadan,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$176,000",Pre-Seed,2024-09-02,"$176,000",,,Dadan is an innovative screen recording and video creation platform,AI,Dadan AI startup website,0.0,0.0,0.0,0.0,0,$,176000.0,$,176000.0,1.1,historical,1.1,193600.00000000003,193600.00000000003,1,8,1,information_technology
Liga der Roboter,2022-10-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EdTech, Edutainment, STEM Education",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,51-100,3,"€355,000",Seed,2024-09-02,"€140,000",,,Network No.1 for Robotics Kids’ Clubs in Germany,EdTech,Liga der Roboter EdTech startup website,0.0,0.0,499.0,425.0,0,€,355000.0,€,140000.0,1.1,historical,1.1,355000.0,140000.0,2,23,2,communication_services
Zive,2023-07-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"AI, Generative AI,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$3,200,000",Pre-Seed,2024-09-03,"$3,200,000",1.0,,Enterprise Knowledge & AI platform that makes all company knowledge universally accessible to all employees.,AI,Zive AI startup website,0.0,0.0,1000.0,500.0,1,$,3200000.0,$,3200000.0,1.11,historical,1.11,3552000.0000000005,3552000.0000000005,1,14,1,information_technology
Reonic,2021-01-01,"Augsburg, Bayern, Germany",Augsburg,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Renewable Energy, SaaS, Software,",Utilities,0,0,0,0,0,0,0,0,0,0,0,1,0,11-50,2,"€13,000,000",Series A,2024-09-04,"€13,000,000",3.0,2.0,Reonic is a climate-tech software company that focuses on renewable energy solutions.,Renewable Energy,Reonic Renewable Energy startup website,0.0,1983.0,9000.0,500.0,1,€,13000000.0,€,13000000.0,1.1,historical,1.1,13000000.0,13000000.0,4,44,3,utilities
Chutney AI,2024-07-27,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$300,000",Pre-Seed,2024-09-05,"$300,000",,,AI workspace for sales engineers,AI,Chutney AI AI startup website,0.0,0.0,58.0,67.0,0,$,300000.0,$,300000.0,1.11,historical,1.11,333000.00000000006,333000.00000000006,0,1,1,information_technology
Key Ward,2022-11-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, CAD,,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€1,150,000",Pre-Seed,2024-09-10,"€1,000,000",5.0,4.0,"Harness the power of Generative AI to automatically process your datasets for AI, unlocking product quality and speed",AI,Key Ward AI startup website,0.0,0.0,3000.0,500.0,1,€,1150000.0,€,1000000.0,1.1,historical,1.1,1150000.0,1000000.0,2,22,1,information_technology
Quantum Optics Jena,2020-01-01,"Jena, Thuringen, Germany",Jena,Thuringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Electronics, Hardware, Manufacturing,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€8,500,000",Series A,2024-09-11,"€8,500,000",6.0,5.0,Quantum Optics Jena develops quantum-based solutions for state-of-the-art communication systems.,Electronics,Quantum Optics Jena Electronics startup website,0.0,0.0,2000.0,500.0,1,€,8500000.0,€,8500000.0,1.1,historical,1.1,8500000.0,8500000.0,5,56,3,information_technology
Lichtwart,2020-01-01,"Herford, Nordrhein-Westfalen,",Herford,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Cloud Computing, Internet of Things",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2024-09-13,,3.0,,Lichtwart is a startup that creates a cloud control platform for efficiently controlling and maintaining lighting systems.,Cloud Computing,Lichtwart Cloud Computing startup website,0.0,0.0,976.0,500.0,1,,,,,1.11,historical,1.11,,,5,56,1,information_technology
chargeIQ,2020-01-01,"Leinfelden-echterdingen, Baden-Wurttemberg,",Leinfelden-echterdingen,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Charging Infrastructure, Electric Vehicle,,,,",Utilities,0,0,0,0,0,0,0,0,0,0,0,1,0,11-50,2,"€1,325,000",Seed,2024-09-15,,1.0,,chargeIQ provides a B2B-SaaS-solution for the niche of the mass market.,Charging Infrastructure,chargeIQ Charging Infrastructure startup website,0.0,0.0,2000.0,500.0,1,€,1325000.0,,,1.11,historical,1.11,1325000.0,,5,56,2,utilities
Smalt,2023-04-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"EdTech, SaaS, Skill Assessment,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€12,100,000",Seed,2024-09-16,"€8,000,000",9.0,,Labour supply & productivity in the climate trades,EdTech,Smalt EdTech startup website,0.0,40.0,2000.0,500.0,1,€,12100000.0,€,8000000.0,1.11,historical,1.11,12100000.0,8000000.0,1,17,2,information_technology
VidLab7,2023-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Generative AI,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€3,500,000",Seed,2024-09-17,"€3,500,000",1.0,2.0,"VidLab7 is a platform focused on synthetic media, specifically tailored for revenue teams.",AI,VidLab7 AI startup website,6.0,0.0,849.0,500.0,1,€,3500000.0,€,3500000.0,1.11,historical,1.11,3500000.0,3500000.0,2,20,2,information_technology
Hoola,2023-10-19,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"E-Commerce, Software",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,1-10,1,"€800,000",Pre-Seed,2024-09-17,"€800,000",6.0,1.0,"AI powered conversion, retention and assistance for your eCommerce",E-Commerce,Hoola E-Commerce startup website,0.0,0.0,636.0,500.0,1,€,800000.0,€,800000.0,1.11,historical,1.11,800000.0,800000.0,1,10,1,consumer_discretionary
Blockbrain,2022-05-06,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Business Process Automation (BPA),,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"€5,000,000",Seed,2024-09-17,"€2,500,000",16.0,8.0,SaaS-Plattform für KI-gestütztes Knowledge Management,AI,Blockbrain AI startup website,960.0,0.0,2000.0,500.0,1,€,5000000.0,€,2500000.0,1.11,historical,1.11,5000000.0,2500000.0,2,28,2,information_technology
Vivian Lab,2023-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Health Care,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€300,000",Pre-Seed,2024-09-18,"€300,000",1.0,,Vivian Lab is a women's digital health startup.,AI,Vivian Lab AI startup website,0.0,0.0,1000.0,500.0,1,€,300000.0,€,300000.0,1.11,historical,1.11,300000.0,300000.0,2,20,1,information_technology
repath,2021-08-31,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"GreenTech, Infrastructure, Software,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,4,"€5,142,000",Seed,2024-09-19,"€3,600,000",16.0,1.0,"Identify, understand and act on climate risks decades before they happen with repath's SaaS-solution.",GreenTech,repath GreenTech startup website,0.0,0.0,4000.0,500.0,1,€,5142000.0,€,3600000.0,1.11,historical,1.11,5142000.0,3600000.0,3,36,2,industrials
Exakt Health,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Health Care, Medical, Sports",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,4,"$4,530,677",Seed,2024-09-23,"€2,200,000",17.0,3.0,Exakt Health is a physio app for sports injuries that creates an individualized rehabilitation plan.,Apps,Exakt Health Apps startup website,0.0,0.0,2000.0,500.0,1,$,4530677.0,€,2200000.0,1.12,historical,1.12,5074358.24,2200000.0,4,44,2,information_technology
Tabular,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accounting, AI,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"$500,000",Pre-Seed,2024-09-25,"$500,000",1.0,,Tabular is an automated accounting platform that uses AI assistant to perform core workflows of accounting firms.,Accounting,Tabular Accounting startup website,0.0,0.0,828.0,500.0,1,$,500000.0,$,500000.0,1.12,historical,1.12,560000.0,560000.0,1,8,1,financials
autarc,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, SaaS, Software, Sustainability",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"$566,077",Pre-Seed,2024-09-25,"$500,000",9.0,1.0,Autarc is the OS for HVAC installers to install more heat pumps enabling SMB installers to scale sustainable solutions confidently.,B2B,autarc B2B startup website,0.0,0.0,2000.0,500.0,1,$,566077.0,$,500000.0,1.12,historical,1.12,634006.2400000001,560000.0,2,20,1,industrials
syte,2021-07-21,"Münster, Nordrhein-Westfalen,",Münster,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, CleanTech,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"€8,200,000",Seed,2024-09-26,"€5,000,000",6.0,,"Syte offers real-time, AI-driven data and insights about plots for banks, real estate agents, project developers, planners, and authorities.",AI,syte AI startup website,719.0,0.0,23000.0,500.0,1,€,8200000.0,€,5000000.0,1.11,historical,1.11,8200000.0,5000000.0,3,38,2,information_technology
Senvo,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Logistics,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€2,500,000",Seed,2024-09-27,"€2,500,000",5.0,1.0,Senvo develops a last-mile data insights platform for organizations.,Information Technology,Senvo Information Technology startup website,0.0,0.0,1000.0,500.0,1,€,2500000.0,€,2500000.0,1.12,historical,1.12,2500000.0,2500000.0,2,20,2,information_technology
Atlas Metrics,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Information Systems,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"€17,400,000",Series A,2024-09-30,"€12,200,000",13.0,14.0,"Simplify ESG, Automate Compliance",Business Information Systems,Atlas Metrics Business Information Systems startup website,0.0,0.0,5000.0,500.0,1,€,17400000.0,€,12200000.0,1.12,historical,1.12,17400000.0,12200000.0,4,44,3,information_technology
Explory,2023-08-17,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mobile Advertising, Mobile Apps,,,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,1-10,2,"€150,000",Seed,2024-10-01,,3.0,,"Mobile App offering interactive, gamified city exploration experiences for tourists and locals.",Mobile Advertising,Explory Mobile Advertising startup website,0.0,0.0,0.0,0.0,0,€,150000.0,,,1.11,historical,1.11,150000.0,,1,13,2,communication_services
KINNOVIA,2023-05-10,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Automotive,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,1,"$200,000",Pre-Seed,2024-10-01,"$200,000",,1.0,"Kinnovia offers services in Internet of Things (IoT), Software Defined Vehicle (SDV) and Industry 4.0",AI,KINNOVIA AI startup website,0.0,0.0,11000.0,500.0,1,$,200000.0,$,200000.0,1.11,historical,1.11,222000.00000000003,222000.00000000003,1,16,1,information_technology
LEVY Health,2020-02-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Biotechnology, Fertility, Health Care,,,",Health Care,0,0,0,0,0,0,0,1,0,0,0,0,0,11-50,4,"$8,160,245",Seed,2024-10-09,"$4,500,000",10.0,5.0,"The LEVY Fertility Code is a clinical decision support software for endocrine disorders, empowering clinicians to diagnose women faster.",Biotechnology,LEVY Health Biotechnology startup website,0.0,0.0,5000.0,500.0,1,$,8160245.0,$,4500000.0,1.1,historical,1.1,8976269.5,4950000.0,4,56,2,health_care
Zenesis,2021-01-01,"Leipzig, Sachsen, Germany",Leipzig,Sachsen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Software, Web Development",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2024-10-15,,3.0,,Zenesis intends to change the way engineering planning processes are carried out.,Software,Zenesis Software startup website,0.0,0.0,973.0,500.0,1,,,,,1.09,historical,1.09,,,4,45,1,information_technology
Nomos,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Developer APIs, Energy, Energy Efficiency",Energy,0,0,0,0,0,0,0,0,0,0,0,0,1,1-10,1,"€1,900,000",Pre-Seed,2024-10-15,"€1,900,000",4.0,1.0,Nomos is an IT company that develops embedded dynamic energy plans and Implements them in days instead of months.,Developer APIs,Nomos Developer APIs startup website,0.0,0.0,434.0,2000.0,1,€,1900000.0,€,1900000.0,1.09,historical,1.09,1900000.0,1900000.0,1,9,1,energy
VIZTA DGTL,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cryptocurrency, Gaming, Non-Fungible Token (NFT),",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"€1,500,000",Seed,2024-10-18,"€1,500,000",4.0,,VIZTA is an innovative gaming studio at the forefront of significant technology shifts and increasing demands from new generations.,Cryptocurrency,VIZTA DGTL Cryptocurrency startup website,0.0,0.0,259.0,500.0,1,€,1500000.0,€,1500000.0,1.08,historical,1.08,1500000.0,1500000.0,2,21,2,financials
