Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean,twitter_log,instagram_log,linkedin_log,ceo_connections_log,total_funding_log,articles_log,funding_time_months_log,age_log
Ivy Protocol,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cryptocurrency, Funding Platform,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2022-04-13,0.0,1.0,0.0,Ivy Protocol is a carbon offset projects with the funding and resources.,Cryptocurrency,Ivy Protocol Cryptocurrency startup website,346.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.08,historical,1.08,0.0,0.0,3,3,1,financials,5.849324779946859,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906
Wikimove,2022-01-01,"Bamberg, Bayern, Germany",Bamberg,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Logistics,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2022-04-14,0.0,1.0,0.0,Wikimove develops and creates a digital tool that shares visual reference of mobility status and transportation services.,Information Technology,Wikimove Information Technology startup website,0.0,75.0,575.0,500.0,1,0.0,0.0,0.0,0.0,1.09,historical,1.09,0.0,0.0,3,3,1,information_technology,0.0,4.330733340286331,6.3561076606958915,6.2166061010848646,0.0,0.0,1.3862943611198906,1.3862943611198906
dreamteam,2021-07-26,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Human Resources, Information Technology,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€600,000",Pre-Seed,2022-04-15,"€600,000",2.0,0.0,SaaS-enabled B2B marketplace for teambuilding,Human Resources,dreamteam Human Resources startup website,0.0,0.0,4000.0,500.0,1,€,600000.0,€,600000.0,1.08,historical,1.08,600000.0,600000.0,3,8,1,industrials,0.0,0.0,8.294299608857235,6.2166061010848646,13.304686600863562,0.0,2.1972245773362196,1.3862943611198906
ModuGen,2020-10-15,"Kehl, Baden-Wurttemberg, Germany",Kehl,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Civil Engineering, Construction,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€1,330,000",Seed,2022-04-19,"€1,200,000",0.0,0.0,"Software based Services, SaaS",Civil Engineering,ModuGen Civil Engineering startup website,0.0,0.0,1000.0,500.0,1,€,1330000.0,€,1200000.0,1.08,historical,1.08,1330000.0,1200000.0,4,18,2,industrials,0.0,0.0,6.90875477931522,6.2166061010848646,14.100690252077353,0.0,2.9444389791664403,1.6094379124341003
Vaayu,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CleanTech, Green Consumer Goods,,",Consumer Staples,0,0,0,0,0,0,0,0,0,1,0,0,0,51-100,2,"$13,100,000",Seed,2022-04-20,"$11,500,000",10.0,5.0,Software that helps retailers track and cut carbon in real-time.,CleanTech,Vaayu CleanTech startup website,287.0,0.0,11000.0,500.0,1,$,13100000.0,$,11500000.0,1.08,historical,1.08,14148000.0,12420000.0,4,15,2,consumer_staples,5.662960480135946,0.0,9.305741456739435,6.2166061010848646,16.465083899988873,1.791759469228055,2.772588722239781,1.6094379124341003
Synsor ai,2021-05-27,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Machine Learning,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Seed,2022-04-20,0.0,1.0,0.0,"Quality inspection for manufacturers - low cost, precise, powered by deep learning",AI,Synsor ai AI startup website,0.0,0.0,22000.0,500.0,1,0.0,0.0,0.0,0.0,1.08,historical,1.08,0.0,0.0,3,10,2,information_technology,0.0,0.0,9.99884318585288,6.2166061010848646,0.0,0.0,2.3978952727983707,1.3862943611198906
Freshflow,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Food Delivery,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€1,700,000",Seed,2022-04-21,"€1,700,000",7.0,4.0,Freshflow is harnessing AI to build the food supply chain technology of the future and tackle global food waste.,AI,Freshflow AI startup website,0.0,0.0,10000.0,500.0,1,€,1700000.0,€,1700000.0,1.08,historical,1.08,1700000.0,1700000.0,4,15,2,information_technology,0.0,0.0,9.210440366976517,6.2166061010848646,14.346139397261565,1.6094379124341003,2.772588722239781,1.6094379124341003
Go Tiger,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Delivery, E-Commerce, Grocery",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2022-04-21,0.0,5.0,0.0,Go Tiger delivers groceries online.,Apps,Go Tiger Apps startup website,0.0,3909.0,1000.0,500.0,1,0.0,0.0,0.0,0.0,1.08,historical,1.08,0.0,0.0,3,3,1,information_technology,0.0,8.271292652979412,6.90875477931522,6.2166061010848646,0.0,0.0,1.3862943611198906,1.3862943611198906
Cogram,2021-12-04,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"$4,500,000",Seed,2022-04-23,"$4,000,000",3.0,1.0,The intelligent AI coworker for your team,AI,Cogram AI startup website,354.0,49.0,2000.0,500.0,1,$,4500000.0,$,4000000.0,1.08,historical,1.08,4860000.0,4320000.0,3,4,2,information_technology,5.872117789475416,3.912023005428146,7.601402334583733,6.2166061010848646,15.396549201637972,0.6931471805599453,1.6094379124341003,1.3862943611198906
Human Labs,2022-02-22,"Grünwald, Bayern, Germany",Grünwald,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,300,000",Pre-Seed,2022-04-27,"€1,300,000",2.0,5.0,Building the strongest communities.,AI,Human Labs AI startup website,0.0,0.0,225.0,34.0,0,€,1300000.0,€,1300000.0,1.06,historical,1.06,1300000.0,1300000.0,2,2,1,information_technology,0.0,0.0,5.420534999272286,3.5553480614894135,14.077875591662238,1.791759469228055,1.0986122886681098,1.0986122886681098
Pollinations,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,1-10,1,"$100,000",Pre-Seed,2022-04-27,"$100,000",1.0,1.0,Pollinations is the platform for creating AI tech developing tools.,Blockchain,Pollinations Blockchain startup website,461.0,0.0,198.0,500.0,1,$,100000.0,$,100000.0,1.06,historical,1.06,106000.0,106000.0,4,15,1,web3_blockchain,6.135564891081739,0.0,5.293304824724492,6.2166061010848646,11.571203807011969,0.6931471805599453,2.772588722239781,1.6094379124341003
automaited,2021-01-01,"Köln, Nordrhein-Westfalen, Germany",Köln,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, B2B,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€5,000,000",Seed,2022-04-28,"€4,000,000",4.0,0.0,"World’s first general process AI that automatically automates any business process. Quick, easy, efficient.",AI,automaited AI startup website,0.0,0.0,4000.0,500.0,1,€,5000000.0,€,4000000.0,1.06,historical,1.06,5000000.0,4000000.0,4,15,2,information_technology,0.0,0.0,8.294299608857235,6.2166061010848646,15.424948670398354,0.0,2.772588722239781,1.6094379124341003
MARA Solutions,2020-03-31,"Mannheim, Baden-Wurttemberg,",Mannheim,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, AI,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"€747,000",Seed,2022-05-01,"€500,000",0.0,0.0,AI Review Reply Assistant & Customer Review Analytics,Analytics,MARA Solutions Analytics startup website,0.0,0.0,3000.0,500.0,1,€,747000.0,€,500000.0,1.05,historical,1.05,747000.0,500000.0,4,25,2,information_technology,0.0,0.0,8.006700845440367,6.2166061010848646,13.523821802802145,0.0,3.258096538021482,1.6094379124341003
WebSniffer,2022-01-01,"Nuremberg, Bayern, Germany",Nuremberg,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Big Data, Business Intelligence,,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2022-05-01,0.0,0.0,26.0,An intelligence platform that tracks changes on the web and provides actionable insights,Analytics,WebSniffer Analytics startup website,724.0,24.0,3000.0,500.0,1,0.0,0.0,0.0,0.0,1.05,historical,1.05,0.0,0.0,3,3,1,information_technology,6.586171654854675,3.2188758248682006,8.006700845440367,6.2166061010848646,0.0,3.295836866004329,1.3862943611198906,1.3862943611198906
charly,2020-10-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Compliance, Developer Tools,,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$1,553,523",Pre-Seed,2022-05-01,"€1,000,000",1.0,1.0,Charly Group created a hybrid work management framework for individual work levels.,Compliance,charly Compliance startup website,0.0,0.0,3000.0,500.0,1,$,1553523.0,€,1000000.0,1.05,historical,1.05,1631199.15,1000000.0,4,18,1,industrials,0.0,0.0,8.006700845440367,6.2166061010848646,14.30482659019922,0.6931471805599453,2.9444389791664403,1.6094379124341003
accessia,2022-04-19,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Development, Productivity Tools,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2022-05-01,0.0,1.0,0.0,Track and manage software subscriptions,Business Development,accessia Business Development startup website,969.0,0.0,5000.0,500.0,1,0.0,0.0,0.0,0.0,1.05,historical,1.05,0.0,0.0,2,0,1,industrials,6.877296071497429,0.0,8.517393171418904,6.2166061010848646,0.0,0.0,0.0,1.0986122886681098
UniApp,2020-12-03,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"EdTech, Education, Higher Education",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,11-50,1,"€1,000,000",Seed,2022-05-02,"€1,000,000",0.0,5.0,UniApp is an EdTech Empowering International Education,EdTech,UniApp EdTech startup website,0.0,0.0,3000.0,500.0,1,€,1000000.0,€,1000000.0,1.05,historical,1.05,1000000.0,1000000.0,4,16,2,consumer_discretionary,0.0,0.0,8.006700845440367,6.2166061010848646,13.815511557963774,1.791759469228055,2.833213344056216,1.6094379124341003
Geany,2021-01-01,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Desktop Apps, Developer Tools,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"A$190,000",Pre-Seed,2022-05-09,"A$190,000",1.0,1.0,Geany is a text editor using the GTK+ toolkit with basic features of an integrated development environment.,Desktop Apps,Geany Desktop Apps startup website,0.0,0.0,0.0,0.0,0,$,190000.0,$,190000.0,1.05,historical,1.05,199500.0,199500.0,4,16,1,information_technology,0.0,0.0,0.0,0.0,12.20357452783082,0.6931471805599453,2.833213344056216,1.6094379124341003
CibusCell,2020-01-01,"Speyer, Rheinland-Pfalz, Germany",Speyer,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Big Data, Collaboration, Internet of Things,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Seed,2022-05-09,0.0,1.0,1.0,CibusCell provides an open Software-as-a-Service (SaaS) platform for climate neutral energy suppliers.,Big Data,CibusCell Big Data startup website,0.0,0.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.05,historical,1.05,0.0,0.0,5,28,2,information_technology,0.0,0.0,7.601402334583733,6.2166061010848646,0.0,0.6931471805599453,3.367295829986474,1.791759469228055
emplu,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Employee Benefits, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,0.0,Pre-Seed,2022-05-10,0.0,8.0,0.0,emplu develops a software platform for building salary packages as diverse as the people involved.,Apps,emplu Apps startup website,0.0,0.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.06,historical,1.06,0.0,0.0,4,16,1,information_technology,0.0,0.0,7.601402334583733,6.2166061010848646,0.0,0.0,2.833213344056216,1.6094379124341003
Fyrfeed,2020-10-10,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Content Marketing,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,4,"€2,430,000",Seed,2022-05-17,"€2,000,000",11.0,0.0,"Fyrfeed is an AI-powered subscription service delivering high-quality, ready-to-publish content for b2b customers.",AI,Fyrfeed AI startup website,0.0,0.0,5000.0,500.0,1,€,2430000.0,€,2000000.0,1.04,historical,1.04,2430000.0,2000000.0,4,19,2,information_technology,0.0,0.0,8.517393171418904,6.2166061010848646,14.70340222683928,0.0,2.995732273553991,1.6094379124341003
Yoffix,2020-12-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Human Resources, SaaS, Software",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€550,000",Seed,2022-05-19,"€550,000",1.0,2.0,Hybrid work platform and solution.,Human Resources,Yoffix Human Resources startup website,0.0,0.0,3000.0,500.0,1,€,550000.0,€,550000.0,1.05,historical,1.05,550000.0,550000.0,4,17,2,industrials,0.0,0.0,8.006700845440367,6.2166061010848646,13.217675375388819,1.0986122886681098,2.8903717578961645,1.6094379124341003
Biralabs,2021-12-16,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Art, AI,,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2022-05-20,0.0,1.0,0.0,AI generated Illustrations,Art,Biralabs Art startup website,0.0,0.0,13.0,1.0,0,0.0,0.0,0.0,0.0,1.06,historical,1.06,0.0,0.0,3,5,1,communication_services,0.0,0.0,2.6390573296152584,0.6931471805599453,0.0,0.0,1.791759469228055,1.3862943611198906
Twain,2021-10-07,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Sales",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$4,554,338",Pre-Seed,2022-05-23,"$4,000,000",16.0,0.0,AI communication assistant for outreach.,AI,Twain AI startup website,0.0,0.0,4000.0,11700.0,1,$,4554338.0,$,4000000.0,1.06,historical,1.06,4827598.28,4240000.0,3,7,1,information_technology,0.0,0.0,8.294299608857235,9.367429587218957,15.389859858583439,0.0,2.0794415416798357,1.3862943611198906
DeepImmo,2020-06-18,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Real Estate, Software",Real Estate,0,0,0,1,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2022-05-23,0.0,0.0,0.0,DeepImmo offers real estate location analysis.,Real Estate,DeepImmo Real Estate startup website,0.0,0.0,795.0,500.0,1,0.0,0.0,0.0,0.0,1.06,historical,1.06,0.0,0.0,4,23,1,real_estate,0.0,0.0,6.679599185844383,6.2166061010848646,0.0,0.0,3.1780538303479458,1.6094379124341003
PatentPlus,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Information Technology,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,0.0,Seed,2022-05-31,0.0,3.0,4.0,PatentPlus is a digital B2B marketplace for patented technologies that connects research organizations with corporations and investors.,Analytics,PatentPlus Analytics startup website,0.0,0.0,262.0,447.0,0,0.0,0.0,0.0,0.0,1.08,historical,1.08,0.0,0.0,4,16,2,information_technology,0.0,0.0,5.572154032177765,6.104793232414985,0.0,1.6094379124341003,2.833213344056216,1.6094379124341003
Clypp,2020-03-24,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E-Learning, Information Services,,,,,",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2022-06-01,0.0,1.0,1.0,Clypp empowers employees to share their knowledge through short video tutorials,E-Learning,Clypp E-Learning startup website,0.0,81.0,1000.0,500.0,1,0.0,0.0,0.0,0.0,1.07,historical,1.07,0.0,0.0,4,26,1,consumer_discretionary,0.0,4.406719247264253,6.90875477931522,6.2166061010848646,0.0,0.6931471805599453,3.295836866004329,1.6094379124341003
Looks,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Consumer Software,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2022-06-01,0.0,1.0,0.0,Looks is a mobile application that enables users to customize outfits based on the occasion.,AI,Looks AI startup website,52.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.07,historical,1.07,0.0,0.0,3,4,1,information_technology,3.970291913552122,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.3862943611198906
Finstep,2022-04-27,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"EdTech, Education, FinTech",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2022-06-04,0.0,0.0,0.0,"Mobile App, Financial Education for GenZ",EdTech,Finstep EdTech startup website,0.0,0.0,499.0,258.0,0,0.0,0.0,0.0,0.0,1.07,historical,1.07,0.0,0.0,2,1,1,consumer_discretionary,0.0,0.0,6.214608098422191,5.556828061699537,0.0,0.0,0.6931471805599453,1.0986122886681098
Certivity,2021-01-01,"München, Bayern, Germany",München,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Legal Tech, SaaS, Software, Web Development",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€1,400,000",Seed,2022-06-07,"€1,400,000",4.0,2.0,"Certivity RegTech Software solution makes regulatory management smarter, more transparent, more efficient, and way cheaper.",Legal Tech,Certivity Legal Tech startup website,0.0,0.0,2000.0,500.0,1,€,1400000.0,€,1400000.0,1.07,historical,1.07,1400000.0,1400000.0,4,17,2,information_technology,0.0,0.0,7.601402334583733,6.2166061010848646,14.151983508870947,1.0986122886681098,2.8903717578961645,1.6094379124341003
Otterspace,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$3,700,000",Pre-Seed,2022-06-13,"$3,700,000",35.0,0.0,Otterspace takes care of DAOs.,Software,Otterspace Software startup website,0.0,0.0,0.0,0.0,0,$,3700000.0,$,3700000.0,1.05,historical,1.05,3885000.0,3885000.0,3,5,1,information_technology,0.0,0.0,0.0,0.0,15.172633799184108,0.0,1.791759469228055,1.3862943611198906
Friday Finance,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Banking, Finance, Financial Services,,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,51-100,3,"$22,984,098",Series A,2022-06-14,"$20,000,000",15.0,16.0,Friday Finance is a finance management platform that automates financial management for startups and SMBs.,Banking,Friday Finance Banking startup website,0.0,243.0,75000.0,500.0,1,$,22984098.0,$,20000000.0,1.04,historical,1.04,23903461.92,20800000.0,4,17,3,financials,0.0,5.497168225293202,11.225256725762893,6.2166061010848646,16.98953389845611,2.833213344056216,2.8903717578961645,1.6094379124341003
Mataono,2021-01-01,"Dresden, Sachsen, Germany",Dresden,Sachsen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Corporate Training, Market Research,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€800,000",Seed,2022-06-15,0.0,0.0,0.0,Mataono is a SaaS which turns meetings into experiences based on emotions,Corporate Training,Mataono Corporate Training startup website,0.0,0.0,952.0,500.0,1,€,800000.0,0.0,0.0,1.04,historical,1.04,800000.0,0.0,4,17,2,industrials,0.0,0.0,6.859614903654202,6.2166061010848646,13.592368256649284,0.0,2.8903717578961645,1.6094379124341003
tl;dv,2020-04-01,"Köln, Nordrhein-Westfalen, Germany",Köln,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, Meeting Software,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€4,300,000",Seed,2022-06-16,"€4,300,000",6.0,10.0,Join fewer & host leaner live meetings. Catch up on meetings in minutes.,AI,tl;dv AI startup website,0.0,0.0,28000.0,500.0,1,€,4300000.0,€,4300000.0,1.05,historical,1.05,4300000.0,4300000.0,4,26,2,information_technology,0.0,0.0,10.239995502805316,6.2166061010848646,15.274125813221904,2.3978952727983707,3.295836866004329,1.6094379124341003
Text Cortex AI,2021-07-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Content Marketing,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$1,200,000",Pre-Seed,2022-06-21,"$1,200,000",5.0,2.0,Text Cortex AI develops a customizable AI-based text-generating platform that provides copywriting assistance.,AI,Text Cortex AI AI startup website,0.0,0.0,3000.0,4810.0,1,$,1200000.0,$,1200000.0,1.05,historical,1.05,1260000.0,1260000.0,3,11,1,information_technology,0.0,0.0,8.006700845440367,8.478660241699453,14.04662307257814,1.0986122886681098,2.4849066497880004,1.3862943611198906
TradeLink,2020-01-01,"München, Bayern, Germany",München,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Collaboration, Logistics, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,2,0.0,Series A,2022-06-21,0.0,3.0,2.0,TradeLink is a developer of a digital delivery and transport information platform.,Collaboration,TradeLink Collaboration startup website,0.0,0.0,5000.0,500.0,1,0.0,0.0,0.0,0.0,1.05,historical,1.05,0.0,0.0,5,29,3,information_technology,0.0,0.0,8.517393171418904,6.2166061010848646,0.0,1.0986122886681098,3.4011973816621555,1.791759469228055
Traverise,2022-01-01,"Herborn, Hessen, Germany",Herborn,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"SaaS, Training, Travel Accommodations",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Seed,2022-06-22,0.0,1.0,0.0,All-in-One Booking Management Software for SMEs,SaaS,Traverise SaaS startup website,79.0,0.0,886.0,500.0,1,0.0,0.0,0.0,0.0,1.05,historical,1.05,0.0,0.0,3,5,2,information_technology,4.382026634673881,0.0,6.787844982309579,6.2166061010848646,0.0,0.0,1.791759469228055,1.3862943611198906
Cognote,2020-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Health Care,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Seed,2022-06-28,0.0,1.0,0.0,Cognote is a vertical AI assistant that engages in automating medical documentation for physicians.,AI,Cognote AI startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.06,historical,1.06,0.0,0.0,5,29,2,information_technology,0.0,0.0,0.0,0.0,0.0,0.0,3.4011973816621555,1.791759469228055
Timecho,2021-01-01,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Data Storage, Internet of Things",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"$10,000,000",Seed,2022-06-29,"$10,000,000",4.0,0.0,Timecho is an IoT-native time series database.,Analytics,Timecho Analytics startup website,42.0,0.0,498.0,34.0,0,$,10000000.0,$,10000000.0,1.05,historical,1.05,10500000.0,10500000.0,4,17,2,information_technology,3.7612001156935624,0.0,6.212606095751519,3.5553480614894135,16.166885910365842,0.0,2.8903717578961645,1.6094379124341003
Drippies,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Fashion, Non-Fungible Token (NFT),",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,1-10,1,"$250,000",Seed,2022-06-30,"$250,000",1.0,0.0,"Drippies, a web3-based fashion and lifestyle platform that integrates technology, community, education, and fashion.",Blockchain,Drippies Blockchain startup website,0.0,0.0,43000.0,500.0,1,$,250000.0,$,250000.0,1.04,historical,1.04,260000.0,260000.0,4,17,2,web3_blockchain,0.0,0.0,10.668978650219241,6.2166061010848646,12.468440756144114,0.0,2.8903717578961645,1.6094379124341003
Aware,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Health Care, Software, Wellness",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$15,000,000",Seed,2022-06-30,"$15,000,000",11.0,4.0,Aware is a mobile app for evaluating health data and for researching chronic diseases.,Apps,Aware Apps startup website,0.0,0.0,4000.0,500.0,1,$,15000000.0,$,15000000.0,1.04,historical,1.04,15600000.0,15600000.0,4,17,2,information_technology,0.0,0.0,8.294299608857235,6.2166061010848646,16.562781536322326,1.6094379124341003,2.8903717578961645,1.6094379124341003
