Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean,twitter_log,instagram_log,linkedin_log,ceo_connections_log,total_funding_log,articles_log,funding_time_months_log,age_log
tracebloc,2020-09-29,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Enterprise Software,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2020-09-29,0.0,2.0,0.0,We help enterprises to easily identify and buy high-performance AI models for their specific use cases.,AI,tracebloc AI startup website,38.0,0.0,4000.0,500.0,1,0.0,0.0,0.0,0.0,1.17,historical,1.17,0.0,0.0,4,0,1,information_technology,3.6635616461296463,0.0,8.294299608857235,6.2166061010848646,0.0,0.0,0.0,1.6094379124341003
ProcessM,2020-01-01,"Aachen, Nordrhein-Westfalen,",Aachen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Business Intelligence, Data Integration,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€30,000",Pre-Seed,2020-10-01,"€30,000",1.0,0.0,ProcessM provides process mining tools for microsoft power BI users.,Business Intelligence,ProcessM Business Intelligence startup website,0.0,599.0,228.0,177.0,0,€,30000.0,€,30000.0,1.17,historical,1.17,30000.0,30000.0,5,9,1,information_technology,0.0,6.396929655216146,5.43372200355424,5.181783550292085,10.308985993422082,0.0,2.302585092994046,1.791759469228055
mySHOEFITTER,2020-08-01,"Hamm, Nordrhein-Westfalen, Germany",Hamm,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, E-Commerce,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2020-10-05,0.0,1.0,0.0,mySHOEFITTER is a biometric foot measurement technology for mobile devices.,AI,mySHOEFITTER AI startup website,0.0,0.0,1000.0,500.0,1,0.0,0.0,0.0,0.0,1.17,historical,1.17,0.0,0.0,4,2,1,information_technology,0.0,0.0,6.90875477931522,6.2166061010848646,0.0,0.0,1.0986122886681098,1.6094379124341003
Hatchmate UG (haftungsbeschränkt),2020-10-13,"Villingen-schwenningen, Baden-Wurttemberg,",Villingen-schwenningen,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2020-10-13,0.0,0.0,0.0,Social Video Networking App,Apps,Hatchmate UG (haftungsbeschränkt) Apps startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.18,historical,1.18,0.0,0.0,4,0,1,information_technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003
Acapela,2020-09-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Email, Real Time, Web Apps",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"$3,000,000",Seed,2020-10-22,"$3,000,000",3.0,1.0,"Acapela lets you take control of your notifications. Capture, filter and action them all from one place. Unblock your team twice as fast.",Email,Acapela Email startup website,982.0,0.0,3000.0,500.0,1,$,3000000.0,$,3000000.0,1.19,historical,1.19,3570000.0,3570000.0,4,1,2,information_technology,6.890609120147166,0.0,8.006700845440367,6.2166061010848646,15.088076433867828,0.6931471805599453,0.6931471805599453,1.6094379124341003
Geld und Wissen,2020-01-01,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Financial Services, FinTech, Software",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"€300,000",Pre-Seed,2020-10-22,"€300,000",0.0,0.0,Geld und Wissen offers a software tool to sell more actively managed equity funds.,Financial Services,Geld und Wissen Financial Services startup website,0.0,0.0,29.0,294.0,0,€,300000.0,€,300000.0,1.19,historical,1.19,300000.0,300000.0,5,9,1,financials,0.0,0.0,3.4011973816621555,5.68697535633982,12.611541086966115,0.0,2.302585092994046,1.791759469228055
EcoPhi Renewables Engineering GmbH,2020-01-01,"Karlsruhe, Baden-Wurttemberg,",Karlsruhe,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Asset Management, Renewable Energy,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"€200,000",Pre-Seed,2020-11-01,"€200,000",1.0,0.0,"Remote Monitoring and Control, Asset Managment",Asset Management,EcoPhi Renewables Engineering GmbH Asset Management startup website,0.0,0.0,3000.0,500.0,1,€,200000.0,€,200000.0,1.16,historical,1.16,200000.0,200000.0,5,10,1,financials,0.0,0.0,8.006700845440367,6.2166061010848646,12.206077645517674,0.0,2.3978952727983707,1.791759469228055
Carmino,2020-01-01,"Potsdam, Brandenburg, Germany",Potsdam,Brandenburg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, Data Collection and Labeling,,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€350,000",Pre-Seed,2020-11-01,"€350,000",0.0,0.0,Carmino provides a solution for automated data collection and carbon accounting for employees.,B2B,Carmino B2B startup website,0.0,116.0,0.0,0.0,0,€,350000.0,€,350000.0,1.16,historical,1.16,350000.0,350000.0,5,10,1,industrials,0.0,4.762173934797756,0.0,0.0,12.765691290604371,0.0,2.3978952727983707,1.791759469228055
ApplyZ GmbH I Talk'n'Job,2020-09-09,"Heidelberg, Baden-Wurttemberg,",Heidelberg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Human Resources, Information Technology,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€800,000",Seed,2020-11-10,"€800,000",1.0,12.0,Talk’n’Job is a 100% voice-driven job application using mobile devices | Conversion Booster,Human Resources,ApplyZ GmbH I Talk'n'Job Human Resources startup website,352.0,0.0,2000.0,500.0,1,€,800000.0,€,800000.0,1.18,historical,1.18,800000.0,800000.0,4,2,2,industrials,5.8664680569332965,0.0,7.601402334583733,6.2166061010848646,13.592368256649284,2.5649493574615367,1.0986122886681098,1.6094379124341003
HARPOCRATES Solutions,2020-04-14,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automotive, Banking, Cloud Computing,,,,,,,",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,1-10,2,0.0,Pre-Seed,2020-11-19,0.0,2.0,21.0,"Provider of Forward Compliance for B2B and B2C Customers in context of GDPR, Basel III/IV and other regulations and contract understanding.",Automotive,HARPOCRATES Solutions Automotive startup website,0.0,0.0,236.0,190.0,0,0.0,0.0,0.0,0.0,1.18,historical,1.18,0.0,0.0,4,7,1,consumer_discretionary,0.0,0.0,5.4680601411351315,5.25227342804663,0.0,3.091042453358316,2.0794415416798357,1.6094379124341003
Wonder,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Meeting Software, Social Media,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$12,200,000",Seed,2020-12-07,"$11,000,000",2.0,0.0,Wonder is a virtual space where people can meet and talk.,Meeting Software,Wonder Meeting Software startup website,477.0,0.0,4000.0,0.0,0,$,12200000.0,$,11000000.0,1.21,historical,1.21,14762000.0,13310000.0,5,11,2,information_technology,6.169610732491456,0.0,8.294299608857235,0.0,16.50756693705363,0.0,2.4849066497880004,1.791759469228055
Journeyman,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Career Planning, Communities,,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2020-12-15,0.0,2.0,1.0,The leading career - and workforce management platform for the skilled trades,Career Planning,Journeyman Career Planning startup website,12.0,0.0,1000.0,500.0,1,0.0,0.0,0.0,0.0,1.21,historical,1.21,0.0,0.0,5,11,1,industrials,2.5649493574615367,0.0,6.90875477931522,6.2166061010848646,0.0,0.6931471805599453,2.4849066497880004,1.791759469228055
"sooley - insoles, your way",2021-01-01,"Konstanz, Baden-Wurttemberg,",Konstanz,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Digital Marketing, Health Diagnostics,,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2020-12-31,0.0,1.0,0.0,"B2B/B2C, Our revolutionary 3D scanning app empowers millions worldwide to obtain custom insoles directly",Digital Marketing,"sooley - insoles, your way Digital Marketing startup website",0.0,0.0,276.0,288.0,0,0.0,0.0,0.0,0.0,1.23,historical,1.23,0.0,0.0,4,0,1,communication_services,0.0,0.0,5.6240175061873385,5.666426688112432,0.0,0.0,0.0,1.6094379124341003
benchANT,2021-01-01,"Ulm, Baden-Wurttemberg, Germany",Ulm,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SaaS,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€950,000",Pre-Seed,2021-01-01,"€950,000",1.0,0.0,Cloud Database Benchmarking-as-a-Service Platform,SaaS,benchANT SaaS startup website,0.0,0.0,630.0,500.0,1,€,950000.0,€,950000.0,1.22,historical,1.22,950000.0,950000.0,4,0,1,information_technology,0.0,0.0,6.447305862541213,6.2166061010848646,13.76421831620775,0.0,0.0,1.6094379124341003
Abowire,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Internet,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-01-01,0.0,1.0,0.0,Abowire is an expert-driven solution to scale your recurring revenue. We fast-track your journey to subscription success.,Information Technology,Abowire Information Technology startup website,0.0,0.0,168.0,500.0,1,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,5,12,1,information_technology,0.0,0.0,5.1298987149230735,6.2166061010848646,0.0,0.0,2.5649493574615367,1.791759469228055
Onstruc,2020-10-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Construction, Document Management,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€550,000",Pre-Seed,2021-01-01,"€550,000",0.0,0.0,Onstruc developed software to simplify process documentation and supervision in the building industry.,Apps,Onstruc Apps startup website,0.0,0.0,2000.0,500.0,1,€,550000.0,€,550000.0,1.22,historical,1.22,550000.0,550000.0,4,3,1,information_technology,0.0,0.0,7.601402334583733,6.2166061010848646,13.217675375388819,0.0,1.3862943611198906,1.6094379124341003
Priv,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Privacy,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Seed,2021-01-01,0.0,0.0,0.0,An AI-driven platform that empowers organisations to become privacy compliant.,AI,Priv AI startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,4,0,2,information_technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003
Alethea,2021-01-01,"Düsseldorf, Nordrhein-Westfalen,",Düsseldorf,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-01-11,0.0,1.0,4.0,Workflow software for the corporate finance industry,Software,Alethea Software startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,4,0,1,information_technology,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.0,1.6094379124341003
Bird Eats Bug,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Collaboration, Developer Tools,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,500,000",Pre-Seed,2021-01-14,"€1,500,000",1.0,5.0,Bird Eats Bug helps to report and fix bugs much faster.,Collaboration,Bird Eats Bug Collaboration startup website,252.0,0.0,830.0,500.0,1,€,1500000.0,€,1500000.0,1.22,historical,1.22,1500000.0,1500000.0,5,12,1,information_technology,5.53338948872752,0.0,6.7226297948554485,6.2166061010848646,14.220976332738882,1.791759469228055,2.5649493574615367,1.791759469228055
Mimetik,2020-01-01,"Dresden, Sachsen, Germany",Dresden,Sachsen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-01-25,0.0,1.0,1.0,Mimetik is s a software startup for seamless interactions with millions of devices.,Software,Mimetik Software startup website,0.0,0.0,877.0,500.0,1,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,5,12,1,information_technology,0.0,0.0,6.777646593635117,6.2166061010848646,0.0,0.6931471805599453,2.5649493574615367,1.791759469228055
Creatext,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$120,000",Pre-Seed,2021-01-25,"$120,000",1.0,0.0,Creatext is a Berlin-based team of AI engineers building a “GitHub Copilot for salespeople”.,AI,Creatext AI startup website,0.0,13.0,11.0,0.0,0,$,120000.0,$,120000.0,1.22,historical,1.22,146400.0,146400.0,5,12,1,information_technology,0.0,2.6390573296152584,2.4849066497880004,0.0,11.894104711087113,0.0,2.5649493574615367,1.791759469228055
autoRetouch,2020-01-31,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, E-Commerce,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€3,200,000",Seed,2021-01-26,"€3,200,000",1.0,0.0,autoRetouch is the AI-powered image editing platform.,AI,autoRetouch AI startup website,0.0,0.0,0.0,0.0,0,€,3200000.0,€,3200000.0,1.21,historical,1.21,3200000.0,3200000.0,4,11,2,information_technology,0.0,0.0,0.0,0.0,14.978661680269907,0.0,2.4849066497880004,1.6094379124341003
payactive,2020-05-01,"Dresden, Sachsen, Germany",Dresden,Sachsen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"FinTech, Payments, Social Impact,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"€625,000",Pre-Seed,2021-02-01,"€625,000",0.0,0.0,Sustainable Payment Platform,FinTech,payactive FinTech startup website,1688.0,1311.0,2000.0,500.0,1,€,625000.0,€,625000.0,1.21,historical,1.21,625000.0,625000.0,4,9,1,financials,7.4318919168078,7.179307969504034,7.601402334583733,6.2166061010848646,13.345508528717259,0.0,2.302585092994046,1.6094379124341003
Civical,2020-11-27,"Moabit, Berlin, Germany",Moabit,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Integration, Data Visualization,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-02-07,0.0,2.0,0.0,Civical is SaaS market leader in Germany for politics and non-profit,Data Integration,Civical Data Integration startup website,0.0,0.0,12000.0,500.0,1,0.0,0.0,0.0,0.0,1.2,historical,1.2,0.0,0.0,4,2,1,information_technology,0.0,0.0,9.392745258631441,6.2166061010848646,0.0,0.0,1.0986122886681098,1.6094379124341003
Skytale,2020-12-09,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency, Financial Services,",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-02-15,0.0,0.0,4.0,Enterprise-grade crypto asset tracking and financial platform,Blockchain,Skytale Blockchain startup website,0.0,0.0,3000.0,500.0,1,0.0,0.0,0.0,0.0,1.21,historical,1.21,0.0,0.0,4,2,1,web3_blockchain,0.0,0.0,8.006700845440367,6.2166061010848646,0.0,1.6094379124341003,1.0986122886681098,1.6094379124341003
credium,2020-06-02,"Augsburg, Bayern, Germany",Augsburg,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, AI,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-02-24,0.0,1.0,0.0,credium is an AI-company that concentrates on building analytics.,Analytics,credium Analytics startup website,0.0,226.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,4,8,1,information_technology,0.0,5.424950017481403,7.601402334583733,6.2166061010848646,0.0,0.0,2.1972245773362196,1.6094379124341003
Unosecur,2021-02-18,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, Cloud Security, Enterprise Software,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-03-01,0.0,1.0,0.0,Cloud Identity Threat Detection and Response Platform,B2B,Unosecur B2B startup website,0.0,0.0,561.0,500.0,1,0.0,0.0,0.0,0.0,1.21,historical,1.21,0.0,0.0,3,0,1,industrials,0.0,0.0,6.331501849893691,6.2166061010848646,0.0,0.0,0.0,1.3862943611198906
heronOS,2020-05-27,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€250,000",Pre-Seed,2021-03-01,"€250,000",1.0,0.0,HeronOS is an information technology company.,AI,heronOS AI startup website,0.0,0.0,690.0,500.0,1,€,250000.0,€,250000.0,1.21,historical,1.21,250000.0,250000.0,4,9,1,information_technology,0.0,0.0,6.53813982376767,6.2166061010848646,12.429220196836383,0.0,2.302585092994046,1.6094379124341003
TOOLUP,2021-01-02,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Identity Management, Productivity Tools,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-03-01,0.0,0.0,0.0,"TOOLUP is a SaaS tools, identity, and invoice management app.",Identity Management,TOOLUP Identity Management startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.21,historical,1.21,0.0,0.0,4,1,1,information_technology,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.6094379124341003
Field,2020-04-22,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Enterprise Software, Product Management,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€500,000",Pre-Seed,2021-03-01,"€500,000",0.0,0.0,"SaaS for product teams to establish context awareness, sensemaking and strategic thinking at all levels",Enterprise Software,Field Enterprise Software startup website,0.0,0.0,687.0,500.0,1,€,500000.0,€,500000.0,1.21,historical,1.21,500000.0,500000.0,4,10,1,information_technology,0.0,0.0,6.5337888379333435,6.2166061010848646,13.122365377402328,0.0,2.3978952727983707,1.6094379124341003
heyday,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€1,000,000",Pre-Seed,2021-03-10,"€1,000,000",3.0,0.0,heyday is an innovative software solution for the optimization and administration of employee benefits.,Software,heyday Software startup website,0.0,77.0,2000.0,500.0,1,€,1000000.0,€,1000000.0,1.19,historical,1.19,1000000.0,1000000.0,5,14,1,information_technology,0.0,4.356708826689592,7.601402334583733,6.2166061010848646,13.815511557963774,0.0,2.70805020110221,1.791759469228055
DingoDot,2021-02-04,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accounting, AI,,,,,,,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,11-50,2,"€507,000",Pre-Seed,2021-03-11,"€500,000",3.0,3.0,Virtual CFO for SMBs: Time is Money. Get Both. Automate payments nad make cash work. #fintech #SaaS #AI #crypto #B2B #openbanking #PSD2,Accounting,DingoDot Accounting startup website,13.0,127.0,683.0,3.0,0,€,507000.0,€,500000.0,1.19,historical,1.19,507000.0,500000.0,3,1,1,financials,2.6390573296152584,4.852030263919617,6.52795791762255,1.3862943611198906,13.136268254957963,1.3862943611198906,0.6931471805599453,1.3862943611198906
Alocai GmbH,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Gaming,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-03-16,0.0,0.0,0.0,Alocai is an end-to-end game localization platform that integrates human creativity and AI to deliver superior gaming experiences.,AI,Alocai GmbH AI startup website,18.0,0.0,905.0,500.0,1,0.0,0.0,0.0,0.0,1.19,historical,1.19,0.0,0.0,4,2,1,information_technology,2.9444389791664403,0.0,6.80903930604298,6.2166061010848646,0.0,0.0,1.0986122886681098,1.6094379124341003
MeetAnyway,2020-04-01,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Collaboration, Enterprise, Software,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$125,000",Pre-Seed,2021-03-22,"$125,000",1.0,0.0,MeetAnyway provides a platform that specializes in online events.,Collaboration,MeetAnyway Collaboration startup website,6.0,0.0,191.0,165.0,0,$,125000.0,$,125000.0,1.19,historical,1.19,148750.0,148750.0,4,11,1,information_technology,1.9459101490553132,0.0,5.2574953720277815,5.111987788356544,11.910029046074355,0.0,2.4849066497880004,1.6094379124341003
independesk,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Internet, Mobile Apps, Rental,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-03-24,0.0,2.0,0.0,"Workspace Platform, Coworking Provider and SaaS for Management of Hybrid Working",Internet,independesk Internet startup website,73.0,0.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.18,historical,1.18,0.0,0.0,5,14,1,communication_services,4.30406509320417,0.0,7.601402334583733,6.2166061010848646,0.0,0.0,2.70805020110221,1.791759469228055
Restack,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Developer Platform, DevOps, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-03-30,0.0,9.0,1.0,"Restack provides the developer tools and cloud infrastructure to bring AI products into production in minutes, not months.",Developer Platform,Restack Developer Platform startup website,0.0,0.0,14.0,500.0,1,0.0,0.0,0.0,0.0,1.18,historical,1.18,0.0,0.0,4,2,1,information_technology,0.0,0.0,2.70805020110221,6.2166061010848646,0.0,0.6931471805599453,1.0986122886681098,1.6094379124341003
Dive platform GMBH,2021-03-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Audio, Mobile Apps, Podcast, Social Media",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,2,"€700,000",Pre-Seed,2021-04-01,"€500,000",1.0,9.0,Social audio for professionals,Audio,Dive platform GMBH Audio startup website,0.0,0.0,0.0,0.0,0,€,700000.0,€,500000.0,1.17,historical,1.17,700000.0,500000.0,3,1,1,communication_services,0.0,0.0,0.0,0.0,13.45883704259595,2.302585092994046,0.6931471805599453,1.3862943611198906
Additive Scale,2021-04-01,"Krailling, Bayern, Germany",Krailling,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3D Printing, Eyewear, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,000,000",Pre-Seed,2021-04-01,"€1,000,000",0.0,0.0,Our proprietary technology allows to produce 3D printed eyewear with mind-blowing quality from one to million units. Made in Germany.,3D Printing,Additive Scale 3D Printing startup website,0.0,129.0,267.0,500.0,1,€,1000000.0,€,1000000.0,1.17,historical,1.17,1000000.0,1000000.0,3,0,1,information_technology,0.0,4.867534450455582,5.5909869805108565,6.2166061010848646,13.815511557963774,0.0,0.0,1.3862943611198906
Heyrecruit,2020-05-08,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Human Resources, Software",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-04-01,0.0,1.0,0.0,Heyrecruit is an app that supports clients in the selection and communication with applicants.,Human Resources,Heyrecruit Human Resources startup website,0.0,0.0,344.0,408.0,0,0.0,0.0,0.0,0.0,1.17,historical,1.17,0.0,0.0,4,10,1,industrials,0.0,0.0,5.84354441703136,6.013715156042802,0.0,0.0,2.3978952727983707,1.6094379124341003
haeppie,2021-02-12,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, SaaS, Sales Automation,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-04-10,0.0,0.0,0.0,haeppie builds the workspace for sales teams.,B2B,haeppie B2B startup website,3.0,0.0,450.0,418.0,0,0.0,0.0,0.0,0.0,1.19,historical,1.19,0.0,0.0,3,1,1,industrials,1.3862943611198906,0.0,6.111467339502679,6.037870919922137,0.0,0.0,0.6931471805599453,1.3862943611198906
Verbally,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consulting, Information Technology,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-04-20,0.0,2.0,0.0,Verbally develops and sales of software in the field of communication analysis.,Consulting,Verbally Consulting startup website,0.0,0.0,572.0,500.0,1,0.0,0.0,0.0,0.0,1.2,historical,1.2,0.0,0.0,4,3,1,industrials,0.0,0.0,6.35088571671474,6.2166061010848646,0.0,0.0,1.3862943611198906,1.6094379124341003
