Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean,twitter_log,instagram_log,linkedin_log,ceo_connections_log,total_funding_log,articles_log,funding_time_months_log,age_log
CBApply,2020-11-01,"Chemnitz, Sachsen, Germany",Chemnitz,Sachsen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"SaaS, Service Industry, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,Seed,2021-04-20,0.0,1.0,0.0,CBApply is short for Cloud-Based Applications which are innovative business applications that are available as software-as-a-service.,SaaS,CBApply SaaS startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.2,historical,1.2,0.0,0.0,4,5,2,information_technology,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469228055,1.6094379124341003
CALIMA,2021-04-22,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Commercial, Consulting, Public Safety,",Real Estate,0,0,0,1,0,0,0,0,0,0,0,0,0,1-10,1,"€325,000",Pre-Seed,2021-04-22,"€325,000",0.0,1.0,CALIMA develops and distributes an emergency system for companies to protect lone workers in compliance with the law.,Commercial,CALIMA Commercial startup website,0.0,208.0,764.0,500.0,1,€,325000.0,€,325000.0,1.2,historical,1.2,325000.0,325000.0,3,0,1,real_estate,0.0,5.342334251964811,6.639875833826536,6.2166061010848646,12.691583538230217,0.6931471805599453,0.0,1.3862943611198906
Coleap,2021-04-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"E-Learning, EdTech, Education",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,11-50,1,"€2,760,000",Pre-Seed,2021-04-28,"€2,760,000",2.0,0.0,Coleap is a social commerce platform for professional upskilling.,E-Learning,Coleap E-Learning startup website,0.0,0.0,2000.0,500.0,1,€,2760000.0,€,2760000.0,1.21,historical,1.21,2760000.0,2760000.0,3,0,1,consumer_discretionary,0.0,0.0,7.601402334583733,6.2166061010848646,14.830741600012107,0.0,0.0,1.3862943611198906
eye2you,2020-04-21,"Tübingen, Baden-Wurttemberg,",Tübingen,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Health Care,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-05-01,0.0,0.0,0.0,eye2you is a medical AI for retinal examinations.,AI,eye2you AI startup website,252.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.2,historical,1.2,0.0,0.0,4,12,1,information_technology,5.53338948872752,0.0,0.0,0.0,0.0,0.0,2.5649493574615367,1.6094379124341003
Forenamics,2020-04-01,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, Enterprise Resource Planning (ERP),,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€350,000",Pre-Seed,2021-05-01,"€350,000",1.0,0.0,Forenamics is a AI demand forecasting service for food producers.,AI,Forenamics AI startup website,0.0,0.0,241.0,0.0,0,€,350000.0,€,350000.0,1.2,historical,1.2,350000.0,350000.0,4,12,1,information_technology,0.0,0.0,5.488937726156687,0.0,12.765691290604371,0.0,2.5649493574615367,1.6094379124341003
CATHAGO,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Construction, SaaS, Software",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-05-01,0.0,4.0,0.0,CATHAGO is a ConTech startup which increases efficiency in construction procurement with a cloud SaaS solution.,Construction,CATHAGO Construction startup website,0.0,0.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.2,historical,1.2,0.0,0.0,4,3,1,industrials,0.0,0.0,7.601402334583733,6.2166061010848646,0.0,0.0,1.3862943611198906,1.6094379124341003
alfatier GmbH,2021-05-12,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"SaaS, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-05-15,0.0,1.0,0.0,"SaaS, HRtech, Talent Management, Skills Management",SaaS,alfatier GmbH SaaS startup website,2.0,0.0,168.0,84.0,0,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,3,0,1,information_technology,1.0986122886681098,0.0,5.1298987149230735,4.442651256490317,0.0,0.0,0.0,1.3862943611198906
vCOACH,2020-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mobile Apps, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-05-17,0.0,4.0,2.0,vCOACH helps in building a consumer mobile app for getting access to personal skill improvement.,Mobile Apps,vCOACH Mobile Apps startup website,0.0,0.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,5,16,1,information_technology,0.0,0.0,7.601402334583733,6.2166061010848646,0.0,1.0986122886681098,2.833213344056216,1.791759469228055
yuccaHR,2020-06-01,"Düsseldorf, Nordrhein-Westfalen,",Düsseldorf,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Seed,2021-05-20,0.0,0.0,0.0,yuccaHR helps companies to engage with employees by providing an onboarding workflow automation and matchmaking tool.,Software,yuccaHR Software startup website,26.0,0.0,983.0,500.0,1,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,4,11,2,information_technology,3.295836866004329,0.0,6.891625897052253,6.2166061010848646,0.0,0.0,2.4849066497880004,1.6094379124341003
Hintbox,2020-05-01,"Koblenz, Rheinland-Pfalz, Germany",Koblenz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Information Technology, Internet,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Seed,2021-06-01,0.0,1.0,2.0,Hintbox is a whistleblower system and hinweisgeber system that offer an ombudsman solution.,Information Technology,Hintbox Information Technology startup website,0.0,0.0,1000.0,500.0,1,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,4,13,2,information_technology,0.0,0.0,6.90875477931522,6.2166061010848646,0.0,1.0986122886681098,2.6390573296152584,1.6094379124341003
PosterLab,2020-01-01,"Mainz, Rheinland-Pfalz, Germany",Mainz,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Collaboration, Innovation Management,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,3,0.0,Seed,2021-06-08,0.0,3.0,3.0,PosterLab provides a cross-organization collaboration platform embedding guidances for partnerships in R&D to succeed.,Collaboration,PosterLab Collaboration startup website,219.0,0.0,1000.0,0.0,0,0.0,0.0,0.0,0.0,1.22,historical,1.22,0.0,0.0,5,17,2,information_technology,5.393627546352362,0.0,6.90875477931522,0.0,0.0,1.3862943611198906,2.8903717578961645,1.791759469228055
OWWN,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Banking, Financial Services,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,4,"€5,000,000",Seed,2021-06-10,"€5,000,000",13.0,2.0,OWWN is a banking app that provides a one-stop shop for young adults to manage their finances.,Apps,OWWN Apps startup website,0.0,0.0,0.0,0.0,0,€,5000000.0,€,5000000.0,1.22,historical,1.22,5000000.0,5000000.0,4,5,2,information_technology,0.0,0.0,0.0,0.0,15.424948670398354,1.0986122886681098,1.791759469228055,1.6094379124341003
EqualTo,2020-02-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Developer Tools, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,3,"€4,530,000",Seed,2021-06-10,"€3,500,000",11.0,1.0,Spreadsheet tooling for the modern stack.,Developer Tools,EqualTo Developer Tools startup website,66.0,0.0,0.0,0.0,0,€,4530000.0,€,3500000.0,1.22,historical,1.22,4530000.0,3500000.0,4,16,2,information_technology,4.204692619390966,0.0,0.0,0.0,15.326232718209745,0.6931471805599453,2.833213344056216,1.6094379124341003
ROQ Technology,2020-08-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Software,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"$10,000,000",Seed,2021-06-14,"$10,000,000",1.0,0.0,ROQ Technology provides functional UI components and APIs for all critical features required to build the web application.,Information Technology,ROQ Technology Information Technology startup website,3775.0,0.0,1000.0,500.0,1,$,10000000.0,$,10000000.0,1.21,historical,1.21,12100000.0,12100000.0,4,10,2,information_technology,8.236420527265391,0.0,6.90875477931522,6.2166061010848646,16.308716093211594,0.0,2.3978952727983707,1.6094379124341003
Meetsales,2020-12-10,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, Data Visualization, Direct Sales,,,,,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€800,000",Pre-Seed,2021-06-15,"€800,000",8.0,0.0,Meetsales - the only headless video-based web app your B2B sales team needs,B2B,Meetsales B2B startup website,26.0,0.0,695.0,0.0,0,€,800000.0,€,800000.0,1.21,historical,1.21,800000.0,800000.0,4,6,1,industrials,3.295836866004329,0.0,6.54534966033442,0.0,13.592368256649284,0.0,1.9459101490553132,1.6094379124341003
Remi,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Computer, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,200,000",Pre-Seed,2021-06-16,"€1,200,000",8.0,3.0,"The culture building platform to help remote teams build connection, easily and effectively. Join the waitlist.",Computer,Remi Computer startup website,0.0,0.0,4000.0,500.0,1,€,1200000.0,€,1200000.0,1.21,historical,1.21,1200000.0,1200000.0,4,5,1,information_technology,0.0,0.0,8.294299608857235,6.2166061010848646,13.997832948091215,1.3862943611198906,1.791759469228055,1.6094379124341003
Laya Technologies,2020-02-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€4,000,000",Seed,2021-06-23,"€4,000,000",0.0,0.0,"Laya enables dynamic, fully automated vacation packages for travel brands.",AI,Laya Technologies AI startup website,0.0,0.0,2000.0,500.0,1,€,4000000.0,€,4000000.0,1.19,historical,1.19,4000000.0,4000000.0,4,16,2,information_technology,0.0,0.0,7.601402334583733,6.2166061010848646,15.201805169084134,0.0,2.833213344056216,1.6094379124341003
heyvie,2021-05-31,"Karlsruhe, Baden-Wurttemberg,",Karlsruhe,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Neuroscience,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€435,000",Pre-Seed,2021-07-01,"€435,000",2.0,0.0,Imagine a society in which every human could pursue whatever goal they want. Say hey to your new life. Say heyvie.,Machine Learning,heyvie Machine Learning startup website,0.0,0.0,114000.0,500.0,1,€,435000.0,€,435000.0,1.19,historical,1.19,435000.0,435000.0,3,1,1,information_technology,0.0,0.0,11.643962499267984,6.2166061010848646,12.983103608918753,0.0,0.6931471805599453,1.3862943611198906
klaep,2021-06-02,"Freiburg, Baden-Wurttemberg,",Freiburg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Android, Information Technology,,,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-07-01,0.0,2.0,0.0,Mobile Music Collaboration App,Android,klaep Android startup website,0.0,998.0,5000.0,500.0,1,0.0,0.0,0.0,0.0,1.19,historical,1.19,0.0,0.0,3,0,1,information_technology,0.0,6.906754778648554,8.517393171418904,6.2166061010848646,0.0,0.0,0.0,1.3862943611198906
HarvestAi,2020-01-01,"Potsdam, Brandenburg, Germany",Potsdam,Brandenburg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Farming,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€2,700,000",Seed,2021-07-01,"€2,700,000",0.0,1.0,SaaS for predicting plant growth and optimizing operations in greenhouses.,AI,HarvestAi AI startup website,0.0,0.0,1000.0,500.0,1,€,2700000.0,€,2700000.0,1.19,historical,1.19,2700000.0,2700000.0,5,17,2,information_technology,0.0,0.0,6.90875477931522,6.2166061010848646,14.80876270134486,0.6931471805599453,2.8903717578961645,1.791759469228055
_blaenk,2020-10-01,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Advertising, Cloud Data Services,,,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,2,"$1,733,349",Seed,2021-07-01,"$560,000",5.0,0.0,The the leading Omnichannel RetailTech Startup in Europe.,Advertising,_blaenk Advertising startup website,0.0,0.0,1000.0,500.0,1,$,1733349.0,$,560000.0,1.19,historical,1.19,2062685.31,666400.0,4,8,2,communication_services,0.0,0.0,6.90875477931522,6.2166061010848646,14.539519725232484,0.0,2.1972245773362196,1.6094379124341003
trustkey,2020-01-01,"Kirchheim, Bayern, Germany",Kirchheim,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Customer Service, Data Management,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Seed,2021-07-07,0.0,2.0,0.0,"Trustkey is a software company that provides living processes-As-A-Service in one system, driven by templates and improved by metrics.",Customer Service,trustkey Customer Service startup website,197.0,0.0,12.0,448.0,0,0.0,0.0,0.0,0.0,1.18,historical,1.18,0.0,0.0,5,18,2,industrials,5.288267030694535,0.0,2.5649493574615367,6.1070228877422545,0.0,0.0,2.9444389791664403,1.791759469228055
ROADIA,2021-01-01,"Potsdam, Brandenburg, Germany",Potsdam,Brandenburg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, AI,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$1,042,279",Pre-Seed,2021-07-29,"$1,000,000",1.0,6.0,ROADIA is a potsdam based company that develops scalable road safety sensors,Analytics,ROADIA Analytics startup website,0.0,0.0,559.0,500.0,1,$,1042279.0,$,1000000.0,1.18,historical,1.18,1229889.22,1180000.0,4,6,1,information_technology,0.0,0.0,6.327936783729195,6.2166061010848646,14.02243547133288,1.9459101490553132,1.9459101490553132,1.6094379124341003
Retalos,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Retail,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-08-01,0.0,0.0,0.0,The Next Step for Retail Technology,Information Technology,Retalos Information Technology startup website,0.0,0.0,459.0,500.0,1,0.0,0.0,0.0,0.0,1.19,historical,1.19,0.0,0.0,5,18,1,information_technology,0.0,0.0,6.131226489483141,6.2166061010848646,0.0,0.0,2.9444389791664403,1.791759469228055
Character,2021-08-01,"Emmelshausen, Rheinland-Pfalz,",Emmelshausen,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Consumer Software, Social, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-08-02,0.0,1.0,0.0,Friend-finding app based on thought-provoking questions,Consumer Software,Character Consumer Software startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.19,historical,1.19,0.0,0.0,3,0,1,information_technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906
OOHLEMON,2020-05-28,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ad Targeting, Advertising, Advertising Platforms,,,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Seed,2021-08-03,0.0,0.0,0.0,OOHLEMON is an advertising company that gives screens to the community and earns a passive income.,Ad Targeting,OOHLEMON Ad Targeting startup website,0.0,0.0,145.0,424.0,0,0.0,0.0,0.0,0.0,1.19,historical,1.19,0.0,0.0,4,14,2,communication_services,0.0,0.0,4.983606621708336,6.052089168924417,0.0,0.0,2.70805020110221,1.6094379124341003
focused ai,2021-08-06,"Ingelheim Am Rhein, Rheinland-Pfalz,",Ingelheim Am Rhein,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"AI, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-08-06,0.0,3.0,1.0,AI-powered information distribution hub for construction companies: Making sure that all info finally ends up where it is supposed to be.,AI,focused ai AI startup website,0.0,534.0,6000.0,500.0,1,0.0,0.0,0.0,0.0,1.18,historical,1.18,0.0,0.0,3,0,1,information_technology,0.0,6.282266746896006,8.699681400989514,6.2166061010848646,0.0,0.6931471805599453,0.0,1.3862943611198906
DIDIT,2020-02-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mobile Payments, Payments, Restaurants",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€4,000,000",Seed,2021-08-15,"€2,000,000",6.0,0.0,Pay at restaurants whenever and whoever you want - in just 15 seconds.,Mobile Payments,DIDIT Mobile Payments startup website,0.0,0.0,1000.0,0.0,0,€,4000000.0,€,2000000.0,1.18,historical,1.18,4000000.0,2000000.0,4,18,2,information_technology,0.0,0.0,6.90875477931522,0.0,15.201805169084134,0.0,2.9444389791664403,1.6094379124341003
Daliado,2021-04-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency, Real Estate,",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,11-50,2,"$100,000",Pre-Seed,2021-08-27,"$80,000",0.0,1.0,Flexible tokenized Second Home co-owning,Blockchain,Daliado Blockchain startup website,0.0,0.0,9000.0,500.0,1,$,100000.0,$,80000.0,1.18,historical,1.18,118000.0,94400.0,3,4,1,web3_blockchain,0.0,0.0,9.105090961257085,6.2166061010848646,11.678448377988165,0.6931471805599453,1.6094379124341003,1.3862943611198906
Moving Parts,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Developer Tools, iOS, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$125,000",Pre-Seed,2021-08-31,"$125,000",5.0,0.0,Moving Parts is building a library of reusable UI components for iOS.,Developer Tools,Moving Parts Developer Tools startup website,0.0,0.0,0.0,0.0,0,$,125000.0,$,125000.0,1.18,historical,1.18,147500.0,147500.0,4,7,1,information_technology,0.0,0.0,0.0,0.0,11.901590234400047,0.0,2.0794415416798357,1.6094379124341003
Jungle Program,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Corporate Training, Education,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,2,0.0,Pre-Seed,2021-09-01,0.0,1.0,0.0,Jungle Program helps guide developers through their technical challenges.,Corporate Training,Jungle Program Corporate Training startup website,0.0,0.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.18,historical,1.18,0.0,0.0,5,20,1,industrials,0.0,0.0,7.601402334583733,6.2166061010848646,0.0,0.0,3.044522437723423,1.791759469228055
Sled,2021-01-01,"Heidelberg, Baden-Wurttemberg,",Heidelberg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"$125,000",Pre-Seed,2021-09-02,"$125,000",1.0,0.0,Sled enables the extraction of metadata and usage data that is not available to exist data catalog solutions.,Analytics,Sled Analytics startup website,0.0,0.0,0.0,0.0,0,$,125000.0,$,125000.0,1.18,historical,1.18,147500.0,147500.0,4,8,1,information_technology,0.0,0.0,0.0,0.0,11.901590234400047,0.0,2.1972245773362196,1.6094379124341003
Lhotse,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enterprise Software, Information Technology,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€5,000,000",Seed,2021-09-13,"€5,000,000",7.0,4.0,Lhotse is an intuitive SaaS platform that automates and simplifies procurement,Enterprise Software,Lhotse Enterprise Software startup website,0.0,0.0,3000.0,500.0,1,€,5000000.0,€,5000000.0,1.18,historical,1.18,5000000.0,5000000.0,5,20,2,information_technology,0.0,0.0,8.006700845440367,6.2166061010848646,15.424948670398354,1.6094379124341003,3.044522437723423,1.791759469228055
Retamo,2020-04-01,"Offenburg, Baden-Wurttemberg,",Offenburg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Seed,2021-09-13,0.0,1.0,0.0,"Retamo enables the monitoring, generation, marketing and evaluation of online customer ratings.",Software,Retamo Software startup website,3.0,146.0,649.0,500.0,1,0.0,0.0,0.0,0.0,1.18,historical,1.18,0.0,0.0,4,17,2,information_technology,1.3862943611198906,4.990432586778736,6.476972362889683,6.2166061010848646,0.0,0.0,2.8903717578961645,1.6094379124341003
Kansi Solutions,2021-08-02,"Namborn, Saarland, Germany",Namborn,Saarland,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Cryptocurrency, Telecommunications",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"$500,000",Pre-Seed,2021-09-15,"$500,000",0.0,2.0,Decentralized Mining Solutions,Cryptocurrency,Kansi Solutions Cryptocurrency startup website,903.0,0.0,0.0,0.0,0,$,500000.0,$,500000.0,1.18,historical,1.18,590000.0,590000.0,3,1,1,financials,6.806829360392176,0.0,0.0,0.0,13.28787951079572,1.0986122886681098,0.6931471805599453,1.3862943611198906
Sub Capitals GmbH,2021-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Financial Services,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-09-15,0.0,1.0,6.0,"Sub Capitals vision is to bring more equality to the financial markets. To achieve this, they are enabling AI in every investment process.",AI,Sub Capitals GmbH AI startup website,0.0,626.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.18,historical,1.18,0.0,0.0,4,8,1,information_technology,0.0,6.440946540632921,7.601402334583733,6.2166061010848646,0.0,1.9459101490553132,2.1972245773362196,1.6094379124341003
Superbryte,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consulting, Education, Software,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,Pre-Seed,2021-09-20,0.0,1.0,0.0,"Superbryte we are building a universal, digital suite for coaches, teachers, educators and instructors.",Consulting,Superbryte Consulting startup website,0.0,0.0,114000.0,500.0,1,0.0,0.0,0.0,0.0,1.17,historical,1.17,0.0,0.0,4,8,1,industrials,0.0,0.0,11.643962499267984,6.2166061010848646,0.0,0.0,2.1972245773362196,1.6094379124341003
202up,2020-06-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Development, E-Commerce,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,100,000",Seed,2021-09-20,"€1,100,000",1.0,0.0,202up is a B2B (Business-to-Business) E-commerce Platform And E-commerce Software for the Real Estate Market.,Business Development,202up Business Development startup website,0.0,0.0,216.0,478.0,0,€,1100000.0,€,1100000.0,1.17,historical,1.17,1100000.0,1100000.0,4,15,2,industrials,0.0,0.0,5.37989735354046,6.171700597410915,13.910821646859095,0.0,2.772588722239781,1.6094379124341003
tucan.ai,2020-06-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Natural Language Processing,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,0.0,Pre-Seed,2021-09-20,0.0,4.0,1.0,Your tool for more productive meetings.,Natural Language Processing,tucan.ai Natural Language Processing startup website,0.0,0.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.17,historical,1.17,0.0,0.0,4,15,1,information_technology,0.0,0.0,7.601402334583733,6.2166061010848646,0.0,0.6931471805599453,2.772588722239781,1.6094379124341003
Insightful,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Digital Entertainment, EdTech,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,1-10,1,"€170,000",Pre-Seed,2021-09-22,"€170,000",1.0,1.0,Insightful is an application that provides educational videos.,Digital Entertainment,Insightful Digital Entertainment startup website,466.0,0.0,4000.0,500.0,1,€,170000.0,€,170000.0,1.17,historical,1.17,170000.0,170000.0,4,8,1,communication_services,6.1463292576688975,0.0,8.294299608857235,6.2166061010848646,12.04355959836804,0.6931471805599453,2.1972245773362196,1.6094379124341003
Optalio,2020-01-01,"Eschborn, Hessen, Germany",Eschborn,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Analytics, SaaS, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€175,000",Seed,2021-09-28,"€175,000",0.0,0.0,"Optalio is a SaaS and PLM provider for data analysis, process monitoring, and production optimization.",Analytics,Optalio Analytics startup website,0.0,0.0,840.0,500.0,1,€,175000.0,€,175000.0,1.17,historical,1.17,175000.0,175000.0,5,20,2,information_technology,0.0,0.0,6.734591659972948,6.2166061010848646,12.07254696717504,0.0,3.044522437723423,1.791759469228055
